call_number,domain,quality,n_shots,case_index,test_input,prompt,score,prompt_chars
445,text_summarization,low,1,4,"Sleep is essential for physical and mental health. During sleep, the brain consolidates memories, the body repairs tissues, and the immune system strengthens. Adults need 7-9 hours of sleep per night. Chronic sleep deprivation is linked to obesity, diabetes, cardiovascular disease, and cognitive decline.","Summarize this:\n\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\n\nSleep is essential for physical and mental health. During sleep, the brain consolidates memories, the body repairs tissues, and the immune system strengthens. Adults need 7-9 hours of sleep per night. Chronic sleep deprivation is linked to obesity, diabetes, cardiovascular disease, and cognitive decline.",0.9167,409
446,text_summarization,low,1,5,"Climate change is causing global temperatures to rise at an unprecedented rate. The past decade has been the hottest on record, with consequences including rising sea levels, more frequent extreme weather events, and shifting ecosystems. International agreements like the Paris Accord aim to limit warming to 1.5°C above pre-industrial levels.","Summarize this:\n\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\n\nClimate change is causing global temperatures to rise at an unprecedented rate. The past decade has been the hottest on record, with consequences including rising sea levels, more frequent extreme weather events, and shifting ecosystems. International agreements like the Paris Accord aim to limit warming to 1.5°C above pre-industrial levels.",0.875,447
447,text_summarization,low,1,6,"The human genome contains approximately 3 billion base pairs and around 20,000 protein-coding genes. The Human Genome Project, completed in 2003, mapped the entire genome. This has enabled advances in personalized medicine, genetic disease diagnosis, and gene therapies like CRISPR.","Summarize this:\n\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\n\nThe human genome contains approximately 3 billion base pairs and around 20,000 protein-coding genes. The Human Genome Project, completed in 2003, mapped the entire genome. This has enabled advances in personalized medicine, genetic disease diagnosis, and gene therapies like CRISPR.",1.0,386
448,text_summarization,low,1,7,"Social media platforms have fundamentally changed how people communicate and consume information. While they enable global connectivity and grassroots movements, they also spread misinformation rapidly and have been linked to increased anxiety and depression, especially among teenagers.","Summarize this:\n\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\n\nSocial media platforms have fundamentally changed how people communicate and consume information. While they enable global connectivity and grassroots movements, they also spread misinformation rapidly and have been linked to increased anxiety and depression, especially among teenagers.",0.875,391
449,text_summarization,low,1,8,Electric vehicles are becoming increasingly mainstream as battery technology improves and charging infrastructure expands. EVs produce zero direct emissions and have lower lifetime operating costs than gasoline vehicles. Governments worldwide are setting targets to phase out internal combustion engines by 2035-2040.,Summarize this:\n\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\n\nElectric vehicles are becoming increasingly mainstream as battery technology improves and charging infrastructure expands. EVs produce zero direct emissions and have lower lifetime operating costs than gasoline vehicles. Governments worldwide are setting targets to phase out internal combustion engines by 2035-2040.,0.875,421
450,text_summarization,low,1,9,"The microbiome refers to the trillions of microorganisms living in the human gut. These bacteria play critical roles in digestion, immune function, and even mental health through the gut-brain axis. Diet, antibiotics, and lifestyle significantly affect microbiome composition, with imbalances linked to conditions like IBS and depression.","Summarize this:\n\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\n\nThe microbiome refers to the trillions of microorganisms living in the human gut. These bacteria play critical roles in digestion, immune function, and even mental health through the gut-brain axis. Diet, antibiotics, and lifestyle significantly affect microbiome composition, with imbalances linked to conditions like IBS and depression.",0.75,442
451,text_summarization,low,3,0,"The Amazon rainforest, often referred to as the lungs of the Earth, produces about 20% of the world's oxygen. It covers over 5.5 million square kilometers and is home to 10% of all species on Earth. Deforestation has accelerated in recent decades due to agriculture, logging, and infrastructure development, threatening biodiversity and contributing to climate change.","Summarize this:\n\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\nThe sun is a star providing heat and light. It is 4.6 billion years old.\nSun is hot and bright.\nThe internet connects 5 billion people and enabled e-commerce.\nInternet is everywhere.\n\nThe Amazon rainforest, often referred to as the lungs of the Earth, produces about 20% of the world's oxygen. It covers over 5.5 million square kilometers and is home to 10% of all species on Earth. Deforestation has accelerated in recent decades due to agriculture, logging, and infrastructure development, threatening biodiversity and contributing to climate change.",0.9333,655
452,text_summarization,low,3,1,"Artificial intelligence has transformed industries from healthcare to finance. Machine learning models now diagnose diseases with accuracy comparable to doctors, automate stock trading, and power recommendation engines. Despite these advances, ethical concerns around bias, privacy, and job displacement remain significant challenges.","Summarize this:\n\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\nThe sun is a star providing heat and light. It is 4.6 billion years old.\nSun is hot and bright.\nThe internet connects 5 billion people and enabled e-commerce.\nInternet is everywhere.\n\nArtificial intelligence has transformed industries from healthcare to finance. Machine learning models now diagnose diseases with accuracy comparable to doctors, automate stock trading, and power recommendation engines. Despite these advances, ethical concerns around bias, privacy, and job displacement remain significant challenges.",0.3542,621
453,text_summarization,low,3,2,"The Great Wall of China stretches over 21,000 kilometers and was built over many centuries by various Chinese dynasties. Its primary purpose was military defense. Today it is a UNESCO World Heritage Site and one of the most visited tourist attractions in the world, drawing over 10 million visitors annually.","Summarize this:\n\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\nThe sun is a star providing heat and light. It is 4.6 billion years old.\nSun is hot and bright.\nThe internet connects 5 billion people and enabled e-commerce.\nInternet is everywhere.\n\nThe Great Wall of China stretches over 21,000 kilometers and was built over many centuries by various Chinese dynasties. Its primary purpose was military defense. Today it is a UNESCO World Heritage Site and one of the most visited tourist attractions in the world, drawing over 10 million visitors annually.",0.875,595
454,text_summarization,low,3,3,"Quantum computing uses qubits instead of classical bits, allowing computations to occur in superposition. This enables quantum computers to solve certain problems exponentially faster than classical computers. Applications include drug discovery, cryptography, and optimization problems. IBM and Google are leading the race to achieve quantum advantage.","Summarize this:\n\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\nThe sun is a star providing heat and light. It is 4.6 billion years old.\nSun is hot and bright.\nThe internet connects 5 billion people and enabled e-commerce.\nInternet is everywhere.\n\nQuantum computing uses qubits instead of classical bits, allowing computations to occur in superposition. This enables quantum computers to solve certain problems exponentially faster than classical computers. Applications include drug discovery, cryptography, and optimization problems. IBM and Google are leading the race to achieve quantum advantage.",1.0,640
455,text_summarization,low,3,4,"Sleep is essential for physical and mental health. During sleep, the brain consolidates memories, the body repairs tissues, and the immune system strengthens. Adults need 7-9 hours of sleep per night. Chronic sleep deprivation is linked to obesity, diabetes, cardiovascular disease, and cognitive decline.","Summarize this:\n\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\nThe sun is a star providing heat and light. It is 4.6 billion years old.\nSun is hot and bright.\nThe internet connects 5 billion people and enabled e-commerce.\nInternet is everywhere.\n\nSleep is essential for physical and mental health. During sleep, the brain consolidates memories, the body repairs tissues, and the immune system strengthens. Adults need 7-9 hours of sleep per night. Chronic sleep deprivation is linked to obesity, diabetes, cardiovascular disease, and cognitive decline.",0.9167,592
456,text_summarization,low,3,5,"Climate change is causing global temperatures to rise at an unprecedented rate. The past decade has been the hottest on record, with consequences including rising sea levels, more frequent extreme weather events, and shifting ecosystems. International agreements like the Paris Accord aim to limit warming to 1.5°C above pre-industrial levels.","Summarize this:\n\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\nThe sun is a star providing heat and light. It is 4.6 billion years old.\nSun is hot and bright.\nThe internet connects 5 billion people and enabled e-commerce.\nInternet is everywhere.\n\nClimate change is causing global temperatures to rise at an unprecedented rate. The past decade has been the hottest on record, with consequences including rising sea levels, more frequent extreme weather events, and shifting ecosystems. International agreements like the Paris Accord aim to limit warming to 1.5°C above pre-industrial levels.",0.875,630
457,text_summarization,low,3,6,"The human genome contains approximately 3 billion base pairs and around 20,000 protein-coding genes. The Human Genome Project, completed in 2003, mapped the entire genome. This has enabled advances in personalized medicine, genetic disease diagnosis, and gene therapies like CRISPR.","Summarize this:\n\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\nThe sun is a star providing heat and light. It is 4.6 billion years old.\nSun is hot and bright.\nThe internet connects 5 billion people and enabled e-commerce.\nInternet is everywhere.\n\nThe human genome contains approximately 3 billion base pairs and around 20,000 protein-coding genes. The Human Genome Project, completed in 2003, mapped the entire genome. This has enabled advances in personalized medicine, genetic disease diagnosis, and gene therapies like CRISPR.",1.0,569
458,text_summarization,low,3,7,"Social media platforms have fundamentally changed how people communicate and consume information. While they enable global connectivity and grassroots movements, they also spread misinformation rapidly and have been linked to increased anxiety and depression, especially among teenagers.","Summarize this:\n\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\nThe sun is a star providing heat and light. It is 4.6 billion years old.\nSun is hot and bright.\nThe internet connects 5 billion people and enabled e-commerce.\nInternet is everywhere.\n\nSocial media platforms have fundamentally changed how people communicate and consume information. While they enable global connectivity and grassroots movements, they also spread misinformation rapidly and have been linked to increased anxiety and depression, especially among teenagers.",1.0,574
459,text_summarization,low,3,8,Electric vehicles are becoming increasingly mainstream as battery technology improves and charging infrastructure expands. EVs produce zero direct emissions and have lower lifetime operating costs than gasoline vehicles. Governments worldwide are setting targets to phase out internal combustion engines by 2035-2040.,Summarize this:\n\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\nThe sun is a star providing heat and light. It is 4.6 billion years old.\nSun is hot and bright.\nThe internet connects 5 billion people and enabled e-commerce.\nInternet is everywhere.\n\nElectric vehicles are becoming increasingly mainstream as battery technology improves and charging infrastructure expands. EVs produce zero direct emissions and have lower lifetime operating costs than gasoline vehicles. Governments worldwide are setting targets to phase out internal combustion engines by 2035-2040.,0.9167,604
460,text_summarization,low,3,9,"The microbiome refers to the trillions of microorganisms living in the human gut. These bacteria play critical roles in digestion, immune function, and even mental health through the gut-brain axis. Diet, antibiotics, and lifestyle significantly affect microbiome composition, with imbalances linked to conditions like IBS and depression.","Summarize this:\n\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\nThe sun is a star providing heat and light. It is 4.6 billion years old.\nSun is hot and bright.\nThe internet connects 5 billion people and enabled e-commerce.\nInternet is everywhere.\n\nThe microbiome refers to the trillions of microorganisms living in the human gut. These bacteria play critical roles in digestion, immune function, and even mental health through the gut-brain axis. Diet, antibiotics, and lifestyle significantly affect microbiome composition, with imbalances linked to conditions like IBS and depression.",0.75,625
461,text_summarization,low,5,0,"The Amazon rainforest, often referred to as the lungs of the Earth, produces about 20% of the world's oxygen. It covers over 5.5 million square kilometers and is home to 10% of all species on Earth. Deforestation has accelerated in recent decades due to agriculture, logging, and infrastructure development, threatening biodiversity and contributing to climate change.","Summarize this:\n\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\nThe sun is a star providing heat and light. It is 4.6 billion years old.\nSun is hot and bright.\nThe internet connects 5 billion people and enabled e-commerce.\nInternet is everywhere.\nAntibiotics kill bacteria but resistance is growing.\nAntibiotics are medicine.\nThe printing press boosted literacy and fueled the Renaissance.\nBooks were made by a machine.\n\nThe Amazon rainforest, often referred to as the lungs of the Earth, produces about 20% of the world's oxygen. It covers over 5.5 million square kilometers and is home to 10% of all species on Earth. Deforestation has accelerated in recent decades due to agriculture, logging, and infrastructure development, threatening biodiversity and contributing to climate change.",0.9333,828
462,text_summarization,low,5,1,"Artificial intelligence has transformed industries from healthcare to finance. Machine learning models now diagnose diseases with accuracy comparable to doctors, automate stock trading, and power recommendation engines. Despite these advances, ethical concerns around bias, privacy, and job displacement remain significant challenges.","Summarize this:\n\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\nThe sun is a star providing heat and light. It is 4.6 billion years old.\nSun is hot and bright.\nThe internet connects 5 billion people and enabled e-commerce.\nInternet is everywhere.\nAntibiotics kill bacteria but resistance is growing.\nAntibiotics are medicine.\nThe printing press boosted literacy and fueled the Renaissance.\nBooks were made by a machine.\n\nArtificial intelligence has transformed industries from healthcare to finance. Machine learning models now diagnose diseases with accuracy comparable to doctors, automate stock trading, and power recommendation engines. Despite these advances, ethical concerns around bias, privacy, and job displacement remain significant challenges.",0.4167,794
463,text_summarization,low,5,2,"The Great Wall of China stretches over 21,000 kilometers and was built over many centuries by various Chinese dynasties. Its primary purpose was military defense. Today it is a UNESCO World Heritage Site and one of the most visited tourist attractions in the world, drawing over 10 million visitors annually.","Summarize this:\n\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\nThe sun is a star providing heat and light. It is 4.6 billion years old.\nSun is hot and bright.\nThe internet connects 5 billion people and enabled e-commerce.\nInternet is everywhere.\nAntibiotics kill bacteria but resistance is growing.\nAntibiotics are medicine.\nThe printing press boosted literacy and fueled the Renaissance.\nBooks were made by a machine.\n\nThe Great Wall of China stretches over 21,000 kilometers and was built over many centuries by various Chinese dynasties. Its primary purpose was military defense. Today it is a UNESCO World Heritage Site and one of the most visited tourist attractions in the world, drawing over 10 million visitors annually.",0.875,768
464,text_summarization,low,5,3,"Quantum computing uses qubits instead of classical bits, allowing computations to occur in superposition. This enables quantum computers to solve certain problems exponentially faster than classical computers. Applications include drug discovery, cryptography, and optimization problems. IBM and Google are leading the race to achieve quantum advantage.","Summarize this:\n\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\nThe sun is a star providing heat and light. It is 4.6 billion years old.\nSun is hot and bright.\nThe internet connects 5 billion people and enabled e-commerce.\nInternet is everywhere.\nAntibiotics kill bacteria but resistance is growing.\nAntibiotics are medicine.\nThe printing press boosted literacy and fueled the Renaissance.\nBooks were made by a machine.\n\nQuantum computing uses qubits instead of classical bits, allowing computations to occur in superposition. This enables quantum computers to solve certain problems exponentially faster than classical computers. Applications include drug discovery, cryptography, and optimization problems. IBM and Google are leading the race to achieve quantum advantage.",1.0,813
465,text_summarization,low,5,4,"Sleep is essential for physical and mental health. During sleep, the brain consolidates memories, the body repairs tissues, and the immune system strengthens. Adults need 7-9 hours of sleep per night. Chronic sleep deprivation is linked to obesity, diabetes, cardiovascular disease, and cognitive decline.","Summarize this:\n\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\nThe sun is a star providing heat and light. It is 4.6 billion years old.\nSun is hot and bright.\nThe internet connects 5 billion people and enabled e-commerce.\nInternet is everywhere.\nAntibiotics kill bacteria but resistance is growing.\nAntibiotics are medicine.\nThe printing press boosted literacy and fueled the Renaissance.\nBooks were made by a machine.\n\nSleep is essential for physical and mental health. During sleep, the brain consolidates memories, the body repairs tissues, and the immune system strengthens. Adults need 7-9 hours of sleep per night. Chronic sleep deprivation is linked to obesity, diabetes, cardiovascular disease, and cognitive decline.",0.9167,765
466,text_summarization,low,5,5,"Climate change is causing global temperatures to rise at an unprecedented rate. The past decade has been the hottest on record, with consequences including rising sea levels, more frequent extreme weather events, and shifting ecosystems. International agreements like the Paris Accord aim to limit warming to 1.5°C above pre-industrial levels.","Summarize this:\n\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\nThe sun is a star providing heat and light. It is 4.6 billion years old.\nSun is hot and bright.\nThe internet connects 5 billion people and enabled e-commerce.\nInternet is everywhere.\nAntibiotics kill bacteria but resistance is growing.\nAntibiotics are medicine.\nThe printing press boosted literacy and fueled the Renaissance.\nBooks were made by a machine.\n\nClimate change is causing global temperatures to rise at an unprecedented rate. The past decade has been the hottest on record, with consequences including rising sea levels, more frequent extreme weather events, and shifting ecosystems. International agreements like the Paris Accord aim to limit warming to 1.5°C above pre-industrial levels.",0.875,803
467,text_summarization,low,5,6,"The human genome contains approximately 3 billion base pairs and around 20,000 protein-coding genes. The Human Genome Project, completed in 2003, mapped the entire genome. This has enabled advances in personalized medicine, genetic disease diagnosis, and gene therapies like CRISPR.","Summarize this:\n\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\nThe sun is a star providing heat and light. It is 4.6 billion years old.\nSun is hot and bright.\nThe internet connects 5 billion people and enabled e-commerce.\nInternet is everywhere.\nAntibiotics kill bacteria but resistance is growing.\nAntibiotics are medicine.\nThe printing press boosted literacy and fueled the Renaissance.\nBooks were made by a machine.\n\nThe human genome contains approximately 3 billion base pairs and around 20,000 protein-coding genes. The Human Genome Project, completed in 2003, mapped the entire genome. This has enabled advances in personalized medicine, genetic disease diagnosis, and gene therapies like CRISPR.",1.0,742
468,text_summarization,low,5,7,"Social media platforms have fundamentally changed how people communicate and consume information. While they enable global connectivity and grassroots movements, they also spread misinformation rapidly and have been linked to increased anxiety and depression, especially among teenagers.","Summarize this:\n\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\nThe sun is a star providing heat and light. It is 4.6 billion years old.\nSun is hot and bright.\nThe internet connects 5 billion people and enabled e-commerce.\nInternet is everywhere.\nAntibiotics kill bacteria but resistance is growing.\nAntibiotics are medicine.\nThe printing press boosted literacy and fueled the Renaissance.\nBooks were made by a machine.\n\nSocial media platforms have fundamentally changed how people communicate and consume information. While they enable global connectivity and grassroots movements, they also spread misinformation rapidly and have been linked to increased anxiety and depression, especially among teenagers.",1.0,747
469,text_summarization,low,5,8,Electric vehicles are becoming increasingly mainstream as battery technology improves and charging infrastructure expands. EVs produce zero direct emissions and have lower lifetime operating costs than gasoline vehicles. Governments worldwide are setting targets to phase out internal combustion engines by 2035-2040.,Summarize this:\n\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\nThe sun is a star providing heat and light. It is 4.6 billion years old.\nSun is hot and bright.\nThe internet connects 5 billion people and enabled e-commerce.\nInternet is everywhere.\nAntibiotics kill bacteria but resistance is growing.\nAntibiotics are medicine.\nThe printing press boosted literacy and fueled the Renaissance.\nBooks were made by a machine.\n\nElectric vehicles are becoming increasingly mainstream as battery technology improves and charging infrastructure expands. EVs produce zero direct emissions and have lower lifetime operating costs than gasoline vehicles. Governments worldwide are setting targets to phase out internal combustion engines by 2035-2040.,0.9167,777
470,text_summarization,low,5,9,"The microbiome refers to the trillions of microorganisms living in the human gut. These bacteria play critical roles in digestion, immune function, and even mental health through the gut-brain axis. Diet, antibiotics, and lifestyle significantly affect microbiome composition, with imbalances linked to conditions like IBS and depression.","Summarize this:\n\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\nThe sun is a star providing heat and light. It is 4.6 billion years old.\nSun is hot and bright.\nThe internet connects 5 billion people and enabled e-commerce.\nInternet is everywhere.\nAntibiotics kill bacteria but resistance is growing.\nAntibiotics are medicine.\nThe printing press boosted literacy and fueled the Renaissance.\nBooks were made by a machine.\n\nThe microbiome refers to the trillions of microorganisms living in the human gut. These bacteria play critical roles in digestion, immune function, and even mental health through the gut-brain axis. Diet, antibiotics, and lifestyle significantly affect microbiome composition, with imbalances linked to conditions like IBS and depression.",1.0,798
471,text_summarization,low,10,0,"The Amazon rainforest, often referred to as the lungs of the Earth, produces about 20% of the world's oxygen. It covers over 5.5 million square kilometers and is home to 10% of all species on Earth. Deforestation has accelerated in recent decades due to agriculture, logging, and infrastructure development, threatening biodiversity and contributing to climate change.","Summarize this:\n\nThe sun is a star providing heat and light. It is 4.6 billion years old.\nSun is hot and bright.\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\nMount Everest is 8,849 meters high and was first climbed in 1953.\nEverest is very big.\nElectric cars use batteries and produce no emissions.\nCars run on electricity maybe.\nThe internet connects 5 billion people and enabled e-commerce.\nInternet is everywhere.\nHoney bees are vital pollinators declining due to pesticides.\nBees make honey.\nThe printing press boosted literacy and fueled the Renaissance.\nBooks were made by a machine.\nYoga reduces stress and has 300 million practitioners worldwide.\nYoga is exercise.\nDark matter is 27% of the universe and detected via gravity.\nDark matter is dark.\nAntibiotics kill bacteria but resistance is growing.\nAntibiotics are medicine.\n\nThe Amazon rainforest, often referred to as the lungs of the Earth, produces about 20% of the world's oxygen. It covers over 5.5 million square kilometers and is home to 10% of all species on Earth. Deforestation has accelerated in recent decades due to agriculture, logging, and infrastructure development, threatening biodiversity and contributing to climate change.",0.8333,1244
472,text_summarization,low,10,1,"Artificial intelligence has transformed industries from healthcare to finance. Machine learning models now diagnose diseases with accuracy comparable to doctors, automate stock trading, and power recommendation engines. Despite these advances, ethical concerns around bias, privacy, and job displacement remain significant challenges.","Summarize this:\n\nThe sun is a star providing heat and light. It is 4.6 billion years old.\nSun is hot and bright.\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\nMount Everest is 8,849 meters high and was first climbed in 1953.\nEverest is very big.\nElectric cars use batteries and produce no emissions.\nCars run on electricity maybe.\nThe internet connects 5 billion people and enabled e-commerce.\nInternet is everywhere.\nHoney bees are vital pollinators declining due to pesticides.\nBees make honey.\nThe printing press boosted literacy and fueled the Renaissance.\nBooks were made by a machine.\nYoga reduces stress and has 300 million practitioners worldwide.\nYoga is exercise.\nDark matter is 27% of the universe and detected via gravity.\nDark matter is dark.\nAntibiotics kill bacteria but resistance is growing.\nAntibiotics are medicine.\n\nArtificial intelligence has transformed industries from healthcare to finance. Machine learning models now diagnose diseases with accuracy comparable to doctors, automate stock trading, and power recommendation engines. Despite these advances, ethical concerns around bias, privacy, and job displacement remain significant challenges.",0.4167,1210
473,text_summarization,low,10,2,"The Great Wall of China stretches over 21,000 kilometers and was built over many centuries by various Chinese dynasties. Its primary purpose was military defense. Today it is a UNESCO World Heritage Site and one of the most visited tourist attractions in the world, drawing over 10 million visitors annually.","Summarize this:\n\nThe sun is a star providing heat and light. It is 4.6 billion years old.\nSun is hot and bright.\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\nMount Everest is 8,849 meters high and was first climbed in 1953.\nEverest is very big.\nElectric cars use batteries and produce no emissions.\nCars run on electricity maybe.\nThe internet connects 5 billion people and enabled e-commerce.\nInternet is everywhere.\nHoney bees are vital pollinators declining due to pesticides.\nBees make honey.\nThe printing press boosted literacy and fueled the Renaissance.\nBooks were made by a machine.\nYoga reduces stress and has 300 million practitioners worldwide.\nYoga is exercise.\nDark matter is 27% of the universe and detected via gravity.\nDark matter is dark.\nAntibiotics kill bacteria but resistance is growing.\nAntibiotics are medicine.\n\nThe Great Wall of China stretches over 21,000 kilometers and was built over many centuries by various Chinese dynasties. Its primary purpose was military defense. Today it is a UNESCO World Heritage Site and one of the most visited tourist attractions in the world, drawing over 10 million visitors annually.",0.875,1184
474,text_summarization,low,10,3,"Quantum computing uses qubits instead of classical bits, allowing computations to occur in superposition. This enables quantum computers to solve certain problems exponentially faster than classical computers. Applications include drug discovery, cryptography, and optimization problems. IBM and Google are leading the race to achieve quantum advantage.","Summarize this:\n\nThe sun is a star providing heat and light. It is 4.6 billion years old.\nSun is hot and bright.\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\nMount Everest is 8,849 meters high and was first climbed in 1953.\nEverest is very big.\nElectric cars use batteries and produce no emissions.\nCars run on electricity maybe.\nThe internet connects 5 billion people and enabled e-commerce.\nInternet is everywhere.\nHoney bees are vital pollinators declining due to pesticides.\nBees make honey.\nThe printing press boosted literacy and fueled the Renaissance.\nBooks were made by a machine.\nYoga reduces stress and has 300 million practitioners worldwide.\nYoga is exercise.\nDark matter is 27% of the universe and detected via gravity.\nDark matter is dark.\nAntibiotics kill bacteria but resistance is growing.\nAntibiotics are medicine.\n\nQuantum computing uses qubits instead of classical bits, allowing computations to occur in superposition. This enables quantum computers to solve certain problems exponentially faster than classical computers. Applications include drug discovery, cryptography, and optimization problems. IBM and Google are leading the race to achieve quantum advantage.",0.7,1229
475,text_summarization,low,10,4,"Sleep is essential for physical and mental health. During sleep, the brain consolidates memories, the body repairs tissues, and the immune system strengthens. Adults need 7-9 hours of sleep per night. Chronic sleep deprivation is linked to obesity, diabetes, cardiovascular disease, and cognitive decline.","Summarize this:\n\nThe sun is a star providing heat and light. It is 4.6 billion years old.\nSun is hot and bright.\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\nMount Everest is 8,849 meters high and was first climbed in 1953.\nEverest is very big.\nElectric cars use batteries and produce no emissions.\nCars run on electricity maybe.\nThe internet connects 5 billion people and enabled e-commerce.\nInternet is everywhere.\nHoney bees are vital pollinators declining due to pesticides.\nBees make honey.\nThe printing press boosted literacy and fueled the Renaissance.\nBooks were made by a machine.\nYoga reduces stress and has 300 million practitioners worldwide.\nYoga is exercise.\nDark matter is 27% of the universe and detected via gravity.\nDark matter is dark.\nAntibiotics kill bacteria but resistance is growing.\nAntibiotics are medicine.\n\nSleep is essential for physical and mental health. During sleep, the brain consolidates memories, the body repairs tissues, and the immune system strengthens. Adults need 7-9 hours of sleep per night. Chronic sleep deprivation is linked to obesity, diabetes, cardiovascular disease, and cognitive decline.",0.8333,1181
476,text_summarization,low,10,5,"Climate change is causing global temperatures to rise at an unprecedented rate. The past decade has been the hottest on record, with consequences including rising sea levels, more frequent extreme weather events, and shifting ecosystems. International agreements like the Paris Accord aim to limit warming to 1.5°C above pre-industrial levels.","Summarize this:\n\nThe sun is a star providing heat and light. It is 4.6 billion years old.\nSun is hot and bright.\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\nMount Everest is 8,849 meters high and was first climbed in 1953.\nEverest is very big.\nElectric cars use batteries and produce no emissions.\nCars run on electricity maybe.\nThe internet connects 5 billion people and enabled e-commerce.\nInternet is everywhere.\nHoney bees are vital pollinators declining due to pesticides.\nBees make honey.\nThe printing press boosted literacy and fueled the Renaissance.\nBooks were made by a machine.\nYoga reduces stress and has 300 million practitioners worldwide.\nYoga is exercise.\nDark matter is 27% of the universe and detected via gravity.\nDark matter is dark.\nAntibiotics kill bacteria but resistance is growing.\nAntibiotics are medicine.\n\nClimate change is causing global temperatures to rise at an unprecedented rate. The past decade has been the hottest on record, with consequences including rising sea levels, more frequent extreme weather events, and shifting ecosystems. International agreements like the Paris Accord aim to limit warming to 1.5°C above pre-industrial levels.",0.875,1219
477,text_summarization,low,10,6,"The human genome contains approximately 3 billion base pairs and around 20,000 protein-coding genes. The Human Genome Project, completed in 2003, mapped the entire genome. This has enabled advances in personalized medicine, genetic disease diagnosis, and gene therapies like CRISPR.","Summarize this:\n\nThe sun is a star providing heat and light. It is 4.6 billion years old.\nSun is hot and bright.\nCoffee contains caffeine and may reduce diabetes risk.\nCoffee is a drink people like.\nMount Everest is 8,849 meters high and was first climbed in 1953.\nEverest is very big.\nElectric cars use batteries and produce no emissions.\nCars run on electricity maybe.\nThe internet connects 5 billion people and enabled e-commerce.\nInternet is everywhere.\nHoney bees are vital pollinators declining due to pesticides.\nBees make honey.\nThe printing press boosted literacy and fueled the Renaissance.\nBooks were made by a machine.\nYoga reduces stress and has 300 million practitioners worldwide.\nYoga is exercise.\nDark matter is 27% of the universe and detected via gravity.\nDark matter is dark.\nAntibiotics kill bacteria but resistance is growing.\nAntibiotics are medicine.\n\nThe human genome contains approximately 3 billion base pairs and around 20,000 protein-coding genes. The Human Genome Project, completed in 2003, mapped the entire genome. This has enabled advances in personalized medicine, genetic disease diagnosis, and gene therapies like CRISPR.",1.0,1158
