call_number,domain,quality,n_shots,case_index,test_input,score,score_pct
557,SQL Generation,Medium,10,6,"Get the names and emails of customers who signed up after January 1, 2024.",1.0,100.0%
558,SQL Generation,Medium,10,7,Count the number of products in each category from the products table.,1.0,100.0%
559,SQL Generation,Medium,10,8,Find the most recent order date from the orders table.,1.0,100.0%
560,SQL Generation,Medium,10,9,List employees who earn more than the average salary of their department.,0.75,75.0%
561,SQL Generation,Low,1,0,Get the names of all employees in the 'Sales' department from the employees table.,1.0,100.0%
562,SQL Generation,Low,1,1,Find the total number of orders placed by each customer from the orders table.,1.0,100.0%
563,SQL Generation,Low,1,2,List all products whose price is greater than 100 from the products table.,1.0,100.0%
564,SQL Generation,Low,1,3,Get the top 5 highest-paid employees from the employees table.,1.0,100.0%
565,SQL Generation,Low,1,4,Find all customers who have not placed any orders. Use customers and orders tables.,0.5,50.0%
566,SQL Generation,Low,1,5,Calculate the average salary per department from the employees table.,1.0,100.0%
567,SQL Generation,Low,1,6,"Get the names and emails of customers who signed up after January 1, 2024.",1.0,100.0%
568,SQL Generation,Low,1,7,Count the number of products in each category from the products table.,1.0,100.0%
569,SQL Generation,Low,1,8,Find the most recent order date from the orders table.,1.0,100.0%
570,SQL Generation,Low,1,9,List employees who earn more than the average salary of their department.,1.0,100.0%
571,SQL Generation,Low,3,0,Get the names of all employees in the 'Sales' department from the employees table.,1.0,100.0%
572,SQL Generation,Low,3,1,Find the total number of orders placed by each customer from the orders table.,1.0,100.0%
573,SQL Generation,Low,3,2,List all products whose price is greater than 100 from the products table.,1.0,100.0%
574,SQL Generation,Low,3,3,Get the top 5 highest-paid employees from the employees table.,1.0,100.0%
575,SQL Generation,Low,3,4,Find all customers who have not placed any orders. Use customers and orders tables.,0.5,50.0%
576,SQL Generation,Low,3,5,Calculate the average salary per department from the employees table.,1.0,100.0%
577,SQL Generation,Low,3,6,"Get the names and emails of customers who signed up after January 1, 2024.",1.0,100.0%
578,SQL Generation,Low,3,7,Count the number of products in each category from the products table.,1.0,100.0%
579,SQL Generation,Low,3,8,Find the most recent order date from the orders table.,1.0,100.0%
580,SQL Generation,Low,3,9,List employees who earn more than the average salary of their department.,0.75,75.0%
581,SQL Generation,Low,5,0,Get the names of all employees in the 'Sales' department from the employees table.,1.0,100.0%
582,SQL Generation,Low,5,1,Find the total number of orders placed by each customer from the orders table.,1.0,100.0%
583,SQL Generation,Low,5,2,List all products whose price is greater than 100 from the products table.,1.0,100.0%
584,SQL Generation,Low,5,3,Get the top 5 highest-paid employees from the employees table.,1.0,100.0%
585,SQL Generation,Low,5,4,Find all customers who have not placed any orders. Use customers and orders tables.,0.5,50.0%
586,SQL Generation,Low,5,5,Calculate the average salary per department from the employees table.,1.0,100.0%
587,SQL Generation,Low,5,6,"Get the names and emails of customers who signed up after January 1, 2024.",1.0,100.0%
588,SQL Generation,Low,5,7,Count the number of products in each category from the products table.,1.0,100.0%
589,SQL Generation,Low,5,8,Find the most recent order date from the orders table.,1.0,100.0%
590,SQL Generation,Low,5,9,List employees who earn more than the average salary of their department.,0.75,75.0%
591,SQL Generation,Low,10,0,Get the names of all employees in the 'Sales' department from the employees table.,1.0,100.0%
592,SQL Generation,Low,10,1,Find the total number of orders placed by each customer from the orders table.,1.0,100.0%
593,SQL Generation,Low,10,2,List all products whose price is greater than 100 from the products table.,1.0,100.0%
594,SQL Generation,Low,10,3,Get the top 5 highest-paid employees from the employees table.,1.0,100.0%
595,SQL Generation,Low,10,4,Find all customers who have not placed any orders. Use customers and orders tables.,1.0,100.0%
596,SQL Generation,Low,10,5,Calculate the average salary per department from the employees table.,1.0,100.0%
597,SQL Generation,Low,10,6,"Get the names and emails of customers who signed up after January 1, 2024.",1.0,100.0%
598,SQL Generation,Low,10,7,Count the number of products in each category from the products table.,1.0,100.0%
599,SQL Generation,Low,10,8,Find the most recent order date from the orders table.,1.0,100.0%
600,SQL Generation,Low,10,9,List employees who earn more than the average salary of their department.,0.75,75.0%
